No,;Time;Source;Destination;Protocol;Length;Info;;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
545;3,369702;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=3361 Ack=101972 Win=66560 Len=0;;;;3,369702;3,374608;0,004906;;0,004906;0;-0,004906
546;3,374608;74,125,24,119;192,168,43,157;TLSv1,2;8214;Application Data, Application Data, Application Data, Application Data, Application Data, Application Data;;;;3,374608;3,374608;0;;-0,000487;0,000487;0,000974
547;3,374608;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=101972 Ack=3361 Win=72192 Len=2720 [TCP segment of a reassembled PDU];;;;3,374608;3,375095;0,000487;;0,000217;0,00027;5,30E-05
548;3,375095;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=280433 Win=4165 Len=0;;;;3,375095;3,375365;0,00027;;-0,001045;0,001315;0,00236
549;3,375365;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=3361 Ack=104692 Win=66560 Len=0;;;;3,375365;3,37668;0,001315;;0,001315;0;-0,001315
550;3,37668;74,125,24,119;192,168,43,157;TLSv1,2;5494;Application Data, Application Data, Application Data, Application Data;;;;3,37668;3,37668;0;;-0,000632;0,000632;0,001264
551;3,37668;114,4,169,236;192,168,43,157;TLSv1,3;2774;Application Data [TCP segment of a reassembled PDU];;;;3,37668;3,377312;0,000632;;0,000312;0,00032;8,00E-06
552;3,377312;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=285873 Win=4165 Len=0;;;;3,377312;3,377632;0,00032;;-7,00E-06;0,000327;0,000334
553;3,377632;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=3361 Ack=107412 Win=66560 Len=0;;;;3,377632;3,377959;0,000327;;0,000327;0;-0,000327
554;3,377959;74,125,24,119;192,168,43,157;TLSv1,2;4134;Application Data, Application Data, Application Data;;;;3,377959;3,377959;0;;-0,000349;0,000349;0,000698
555;3,377959;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=107412 Ack=3361 Win=72192 Len=2720 [TCP segment of a reassembled PDU];;;;3,377959;3,378308;0,000349;;0,000175;0,000174;-1,00E-06
556;3,378308;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=289953 Win=4165 Len=0;;;;3,378308;3,378482;0,000174;;-0,004297;0,004471;0,008768
557;3,378482;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=3361 Ack=110132 Win=66560 Len=0;;;;3,378482;3,382953;0,004471;;0,004471;0;-0,004471
558;3,382953;74,125,24,119;192,168,43,157;TLSv1,2;13654;Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data;;;;3,382953;3,382953;0;;-0,000397;0,000397;0,000794
559;3,382953;114,4,169,236;192,168,43,157;TLSv1,3;13654;Application Data [TCP segment of a reassembled PDU];;;;3,382953;3,38335;0,000397;;3,40E-05;0,000363;0,000329
560;3,38335;172.217.194.132;192,168,43,157;TLSv1,2;2774;Application Data, Application Data;;;;3,38335;3,383713;0,000363;;4,00E-05;0,000323;0,000283
561;3,383713;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=303553 Win=4165 Len=0;;;;3,383713;3,384036;0,000323;;0,000149;0,000174;2,50E-05
562;3,384036;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=3361 Ack=123732 Win=66560 Len=0;;;;3,384036;3,38421;0,000174;;-0,006162;0,006336;0,012498
563;3,38421;192,168,43,157;172.217.194.132;TCP;54;50213  >  443 [ACK] Seq=426 Ack=41928 Win=260 Len=0;;;;3,38421;3,390546;0,006336;;0,006336;0;-0,006336
564;3,390546;74,125,24,119;192,168,43,157;TLSv1,2;8214;Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data;;;;3,390546;3,390546;0;;-0,000328;0,000328;0,000656
565;3,390546;114,4,169,236;192,168,43,157;TCP;13654;443  >  50275 [ACK] Seq=123732 Ack=3361 Win=72192 Len=13600 [TCP segment of a reassembled PDU];;;;3,390546;3,390874;0,000328;;0,00022;0,000108;-0,000112
566;3,390874;172.217.194.132;192,168,43,157;TLSv1,2;2774;Application Data, Application Data;;;;3,390874;3,390982;0,000108;;-0,000198;0,000306;0,000504
567;3,390982;74,125,24,119;192,168,43,157;TLSv1,2;12294;Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data;;;;3,390982;3,391288;0,000306;;-0,000397;0,000703;0,0011
568;3,391288;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=311713 Win=4165 Len=0;;;;3,391288;3,391991;0,000703;;0,000429;0,000274;-0,000155
569;3,391991;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=3361 Ack=137332 Win=66560 Len=0;;;;3,391991;3,392265;0,000274;;-0,000105;0,000379;0,000484
570;3,392265;192,168,43,157;172.217.194.132;TCP;54;50213  >  443 [ACK] Seq=426 Ack=44648 Win=260 Len=0;;;;3,392265;3,392644;0,000379;;-0,002877;0,003256;0,006133
571;3,392644;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=323953 Win=4165 Len=0;;;;3,392644;3,3959;0,003256;;0,002938;0,000318;-0,00262
572;3,3959;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data [TCP segment of a reassembled PDU];;;;3,3959;3,396218;0,000318;;0,00022;9,80E-05;-0,000122
573;3,396218;74.125.200.190;192,168,43,157;TLSv1,2;137;Application Data;;;;3,396218;3,396316;9,80E-05;;2,60E-05;7,20E-05;4,60E-05
574;3,396316;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=325313 Win=4165 Len=0;;;;3,396316;3,396388;7,20E-05;;-0,000178;0,00025;0,000428
575;3,396388;74.125.200.190;192,168,43,157;TLSv1,2;1414;Application Data;;;;3,396388;3,396638;0,00025;;0,000228;2,20E-05;-0,000206
576;3,396638;74.125.200.190;192,168,43,157;TLSv1,2;1414;Application Data;;;;3,396638;3,39666;2,20E-05;;-9,30E-05;0,000115;0,000208
577;3,39666;192,168,43,157;74.125.200.190;TCP;54;50173  >  443 [ACK] Seq=3072 Ack=52780 Win=260 Len=0;;;;3,39666;3,396775;0,000115;;1,00E-05;0,000105;9,50E-05
578;3,396775;192,168,43,157;74.125.200.190;TCP;54;50173  >  443 [ACK] Seq=3072 Ack=54140 Win=260 Len=0;;;;3,396775;3,39688;0,000105;;-0,001665;0,00177;0,003435
579;3,39688;172.217.194.132;192,168,43,157;TLSv1,2;1414;Application Data [TCP segment of a reassembled PDU];;;;3,39688;3,39865;0,00177;;0,001419;0,000351;-0,001068
580;3,39865;74,125,24,119;192,168,43,157;TLSv1,2;9574;Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data;;;;3,39865;3,399001;0,000351;;-0,001695;0,002046;0,003741
581;3,399001;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=334833 Win=4165 Len=0;;;;3,399001;3,401047;0,002046;;0,001753;0,000293;-0,00146
582;3,401047;172.217.194.132;192,168,43,157;TLSv1,2;1414;Application Data [TCP segment of a reassembled PDU];;;;3,401047;3,40134;0,000293;;-0,000132;0,000425;0,000557
583;3,40134;192,168,43,157;172.217.194.132;TCP;54;50213  >  443 [ACK] Seq=426 Ack=47368 Win=260 Len=0;;;;3,40134;3,401765;0,000425;;0,000118;0,000307;0,000189
584;3,401765;74,125,24,119;192,168,43,157;TLSv1,2;5494;Application Data, Application Data, Application Data, Application Data;;;;3,401765;3,402072;0,000307;;-0,000856;0,001163;0,002019
585;3,402072;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=340273 Win=4165 Len=0;;;;3,402072;3,403235;0,001163;;0,001163;0;-0,001163
586;3,403235;74.125.200.190;192,168,43,157;TLSv1,2;751;Application Data, Application Data;;;;3,403235;3,403235;0;;0;0;0
587;3,403235;74.125.200.190;192,168,43,157;TLSv1,2;93;Application Data;;;;3,403235;3,403235;0;;0;0;0
588;3,403235;172.217.194.132;192,168,43,157;TLSv1,2;1414;Application Data [TCP segment of a reassembled PDU];;;;3,403235;3,403235;0;;-0,000393;0,000393;0,000786
589;3,403235;172.217.194.132;192,168,43,157;TLSv1,2;1414;Application Data [TCP segment of a reassembled PDU];;;;3,403235;3,403628;0,000393;;0,000104;0,000289;0,000185
590;3,403628;192,168,43,157;74.125.200.190;TCP;54;50173  >  443 [ACK] Seq=3072 Ack=54837 Win=257 Len=0;;;;3,403628;3,403917;0,000289;;0,000247;4,20E-05;-0,000205
591;3,403917;192,168,43,157;172.217.194.132;TCP;54;50213  >  443 [ACK] Seq=426 Ack=50088 Win=260 Len=0;;;;3,403917;3,403959;4,20E-05;;-0,001053;0,001095;0,002148
592;3,403959;192,168,43,157;74.125.200.190;TLSv1,2;93;Application Data;;;;3,403959;3,405054;0,001095;;0,00045;0,000645;0,000195
593;3,405054;74,125,24,119;192,168,43,157;TLSv1,2;15014;Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data;;;;3,405054;3,405699;0,000645;;0,000329;0,000316;-1,30E-05
594;3,405699;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=355233 Win=4165 Len=0;;;;3,405699;3,406015;0,000316;;7,00E-05;0,000246;0,000176
595;3,406015;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data [TCP segment of a reassembled PDU];;;;3,406015;3,406261;0,000246;;7,30E-05;0,000173;1,00E-04
596;3,406261;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=356593 Win=4165 Len=0;;;;3,406261;3,406434;0,000173;;-8,20E-05;0,000255;0,000337
597;3,406434;172.217.194.132;192,168,43,157;TLSv1,2;2774;Application Data, Application Data;;;;3,406434;3,406689;0,000255;;-0,000865;0,00112;0,001985
598;3,406689;192,168,43,157;172.217.194.132;TCP;54;50213  >  443 [ACK] Seq=426 Ack=52808 Win=260 Len=0;;;;3,406689;3,407809;0,00112;;0,000818;0,000302;-0,000516
599;3,407809;74,125,24,119;192,168,43,157;TLSv1,2;2774;Application Data, Application Data;;;;3,407809;3,408111;0,000302;;0,000194;0,000108;-8,60E-05
600;3,408111;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=359313 Win=4165 Len=0;;;;3,408111;3,408219;0,000108;;-0,000119;0,000227;0,000346
601;3,408219;74,125,24,119;192,168,43,157;TLSv1,2;1414;Application Data [TCP segment of a reassembled PDU];;;;3,408219;3,408446;0,000227;;-0,000262;0,000489;0,000751
602;3,408446;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=360673 Win=4165 Len=0;;;;3,408446;3,408935;0,000489;;0,000255;0,000234;-2,10E-05
603;3,408935;74,125,24,119;192,168,43,157;TLSv1,2;5494;Application Data, Application Data, Application Data, Application Data;;;;3,408935;3,409169;0,000234;;-0,001105;0,001339;0,002444
604;3,409169;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=366113 Win=4165 Len=0;;;;3,409169;3,410508;0,001339;;0,000718;0,000621;-9,70E-05
605;3,410508;172.217.194.132;192,168,43,157;TLSv1,2;1414;Application Data [TCP segment of a reassembled PDU];;;;3,410508;3,411129;0,000621;;0,000621;0;-0,000621
606;3,411129;74,125,24,119;192,168,43,157;TLSv1,2;2774;Application Data, Application Data;;;;3,411129;3,411129;0;;-0,000318;0,000318;0,000636
607;3,411129;74,125,24,119;192,168,43,157;TLSv1,2;1054;Application Data, Application Data;;;;3,411129;3,411447;0,000318;;6,70E-05;0,000251;0,000184
608;3,411447;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=368833 Win=4165 Len=0;;;;3,411447;3,411698;0,000251;;2,10E-05;0,00023;0,000209
609;3,411698;192,168,43,157;74,125,24,119;TCP;54;50188  >  443 [ACK] Seq=507 Ack=369833 Win=4161 Len=0;;;;3,411698;3,411928;0,00023;;0,00023;0;-0,00023
610;3,411928;172.217.194.132;192,168,43,157;TLSv1,2;1414;Application Data [TCP segment of a reassembled PDU];;;;3,411928;3,411928;0;;-0,00014;0,00014;0,00028
611;3,411928;172.217.194.132;192,168,43,157;TLSv1,2;319;Application Data, Application Data;;;;3,411928;3,412068;0,00014;;0,00014;0;-0,00014
612;3,412068;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=137332 Ack=3361 Win=72192 Len=1360 [TCP segment of a reassembled PDU];;;;3,412068;3,412068;0;;0;0;0
613;3,412068;114,4,169,236;192,168,43,157;TLSv1,3;230;Application Data;;;;3,412068;3,412068;0;;-8,10E-05;8,10E-05;0,000162
614;3,412068;74,125,24,119;192,168,43,157;TCP;54;443  >  50188 [ACK] Seq=369833 Ack=507 Win=323 Len=0;;;;3,412068;3,412149;8,10E-05;;-0,000238;0,000319;0,000557
615;3,412149;192,168,43,157;172.217.194.132;TCP;54;50213  >  443 [ACK] Seq=426 Ack=55528 Win=260 Len=0;;;;3,412149;3,412468;0,000319;;0,000247;7,20E-05;-0,000175
616;3,412468;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=3361 Ack=138868 Win=66560 Len=0;;;;3,412468;3,41254;7,20E-05;;-0,000766;0,000838;0,001604
617;3,41254;192,168,43,157;114,4,169,236;TLSv1,3;1335;Application Data;;;;3,41254;3,413378;0,000838;;-0,006156;0,006994;0,01315
618;3,413378;192,168,43,157;172.217.194.132;TLSv1,2;93;Application Data;;;;3,413378;3,420372;0,006994;;0,006575;0,000419;-0,006156
619;3,420372;52,109,8,20;192,168,43,157;TCP;66;443  >  50277 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1360 WS=256 SACK_PERM=1;;;;3,420372;3,420791;0,000419;;-0,000476;0,000895;0,001371
620;3,420791;192,168,43,157;52,109,8,20;TCP;54;50277  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0;;;;3,420791;3,421686;0,000895;;-0,01541;0,016305;0,031715
621;3,421686;192,168,43,157;52,109,8,20;TLSv1,2;269;Client Hello;;;;3,421686;3,437991;0,016305;;0,008411;0,007894;-0,000517
622;3,437991;74.125.200.190;192,168,43,157;TCP;54;443  >  50173 [ACK] Seq=54876 Ack=3072 Win=833 Len=0;;;;3,437991;3,445885;0,007894;;0,007543;0,000351;-0,007192
623;3,445885;74.125.200.190;192,168,43,157;TLSv1,2;144;Application Data;;;;3,445885;3,446236;0,000351;;0,000351;0;-0,000351
624;3,446236;74.125.200.190;192,168,43,157;TLSv1,2;541;Application Data;;;;3,446236;3,446236;0;;0;0;0
625;3,446236;74.125.200.190;192,168,43,157;TLSv1,2;86;Application Data;;;;3,446236;3,446236;0;;-0,000427;0,000427;0,000854
626;3,446236;74.125.200.190;192,168,43,157;TLSv1,2;85;Application Data;;;;3,446236;3,446663;0,000427;;0,000174;0,000253;7,90E-05
627;3,446663;192,168,43,157;74.125.200.190;TCP;54;50173  >  443 [ACK] Seq=3111 Ack=55453 Win=255 Len=0;;;;3,446663;3,446916;0,000253;;-0,015757;0,01601;0,031767
628;3,446916;192,168,43,157;74.125.200.190;TCP;54;50173  >  443 [ACK] Seq=3111 Ack=55516 Win=260 Len=0;;;;3,446916;3,462926;0,01601;;0,015383;0,000627;-0,014756
629;3,462926;114,4,169,236;192,168,43,157;TCP;54;443  >  50274 [ACK] Seq=71829 Ack=3485 Win=73728 Len=0;;;;3,462926;3,463553;0,000627;;0,000311;0,000316;5,00E-06
630;3,463553;114,4,169,236;192,168,43,157;TLSv1,3;4134;Application Data;;;;3,463553;3,463869;0,000316;;6,90E-05;0,000247;0,000178
631;3,463869;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=75909 Ack=3485 Win=73728 Len=1360 [TCP segment of a reassembled PDU];;;;3,463869;3,464116;0,000247;;-0,000145;0,000392;0,000537
632;3,464116;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=75909 Win=66560 Len=0;;;;3,464116;3,464508;0,000392;;-0,000555;0,000947;0,001502
633;3,464508;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=77269 Win=66560 Len=0;;;;3,464508;3,465455;0,000947;;0,000583;0,000364;-0,000219
634;3,465455;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=77269 Ack=3485 Win=73728 Len=1360 [TCP segment of a reassembled PDU];;;;3,465455;3,465819;0,000364;;0,000101;0,000263;0,000162
635;3,465819;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=78629 Ack=3485 Win=73728 Len=1360 [TCP segment of a reassembled PDU];;;;3,465819;3,466082;0,000263;;-0,003623;0,003886;0,007509
636;3,466082;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=79989 Win=66560 Len=0;;;;3,466082;3,469968;0,003886;;0,00342;0,000466;-0,002954
637;3,469968;114,4,169,236;192,168,43,157;TCP;8214;443  >  50274 [ACK] Seq=79989 Ack=3485 Win=73728 Len=8160 [TCP segment of a reassembled PDU];;;;3,469968;3,470434;0,000466;;-0,00218;0,002646;0,004826
638;3,470434;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=88149 Win=66560 Len=0;;;;3,470434;3,47308;0,002646;;0,002335;0,000311;-0,002024
639;3,47308;114,4,169,236;192,168,43,157;TLSv1,3;1414;Application Data [TCP segment of a reassembled PDU];;;;3,47308;3,473391;0,000311;;-2,30E-05;0,000334;0,000357
640;3,473391;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=89509 Ack=3485 Win=73728 Len=1360 [TCP segment of a reassembled PDU];;;;3,473391;3,473725;0,000334;;-0,001944;0,002278;0,004222
641;3,473725;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=90869 Win=66560 Len=0;;;;3,473725;3,476003;0,002278;;0,002172;0,000106;-0,002066
642;3,476003;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=90869 Ack=3485 Win=73728 Len=1360 [TCP segment of a reassembled PDU];;;;3,476003;3,476109;0,000106;;-0,001142;0,001248;0,00239
643;3,476109;74.125.200.190;192,168,43,157;TCP;54;443  >  50173 [ACK] Seq=55516 Ack=3111 Win=833 Len=0;;;;3,476109;3,477357;0,001248;;0,00078;0,000468;-0,000312
644;3,477357;114,4,169,236;192,168,43,157;TCP;9574;443  >  50274 [ACK] Seq=92229 Ack=3485 Win=73728 Len=9520 [TCP segment of a reassembled PDU];;;;3,477357;3,477825;0,000468;;-0,00053;0,000998;0,001528
645;3,477825;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=101749 Win=66560 Len=0;;;;3,477825;3,478823;0,000998;;0,000694;0,000304;-0,00039
646;3,478823;114,4,169,236;192,168,43,157;TCP;2774;443  >  50274 [ACK] Seq=101749 Ack=3485 Win=73728 Len=2720 [TCP segment of a reassembled PDU];;;;3,478823;3,479127;0,000304;;-0,00182;0,002124;0,003944
647;3,479127;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=104469 Win=66560 Len=0;;;;3,479127;3,481251;0,002124;;0,000776;0,001348;0,000572
648;3,481251;172.217.194.132;192,168,43,157;TCP;54;443  >  50213 [ACK] Seq=55793 Ack=465 Win=269 Len=0;;;;3,481251;3,482599;0,001348;;0,00085;0,000498;-0,000352
649;3,482599;114,4,169,236;192,168,43,157;TLSv1,3;8214;Application Data [TCP segment of a reassembled PDU];;;;3,482599;3,483097;0,000498;;-5,00E-05;0,000548;0,000598
650;3,483097;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=112629 Win=66560 Len=0;;;;3,483097;3,483645;0,000548;;-0,000187;0,000735;0,000922
651;3,483645;192,168,43,157;114,4,169,236;TLSv1,3;1336;Application Data;;;;3,483645;3,48438;0,000735;;0,000469;0,000266;-0,000203
652;3,48438;114,4,169,236;192,168,43,157;TCP;5494;443  >  50274 [ACK] Seq=112629 Ack=3485 Win=73728 Len=5440 [TCP segment of a reassembled PDU];;;;3,48438;3,484646;0,000266;;-0,000803;0,001069;0,001872
653;3,484646;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=118069 Win=66560 Len=0;;;;3,484646;3,485715;0,001069;;0,000544;0,000525;-1,90E-05
654;3,485715;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=118069 Ack=3485 Win=73728 Len=1360 [TCP segment of a reassembled PDU];;;;3,485715;3,48624;0,000525;;0,000272;0,000253;-1,90E-05
655;3,48624;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=119429 Ack=3485 Win=73728 Len=1360 [TCP segment of a reassembled PDU];;;;3,48624;3,486493;0,000253;;-0,001535;0,001788;0,003323
656;3,486493;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=120789 Win=66560 Len=0;;;;3,486493;3,488281;0,001788;;0,000786;0,001002;0,000216
657;3,488281;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=120789 Ack=3485 Win=73728 Len=1360 [TCP segment of a reassembled PDU];;;;3,488281;3,489283;0,001002;;0,000739;0,000263;-0,000476
658;3,489283;114,4,169,236;192,168,43,157;TLSv1,3;6854;Application Data [TCP segment of a reassembled PDU];;;;3,489283;3,489546;0,000263;;-0,003388;0,003651;0,007039
659;3,489546;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=128949 Win=66560 Len=0;;;;3,489546;3,493197;0,003651;;0,002934;0,000717;-0,002217
660;3,493197;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=128949 Ack=3485 Win=73728 Len=1360 [TCP segment of a reassembled PDU];;;;3,493197;3,493914;0,000717;;0,000463;0,000254;-0,000209
661;3,493914;114,4,169,236;192,168,43,157;TCP;4134;443  >  50274 [ACK] Seq=130309 Ack=3485 Win=73728 Len=4080 [TCP segment of a reassembled PDU];;;;3,493914;3,494168;0,000254;;-0,000994;0,001248;0,002242
662;3,494168;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=134389 Win=66560 Len=0;;;;3,494168;3,495416;0,001248;;0,000871;0,000377;-0,000494
663;3,495416;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=134389 Ack=3485 Win=73728 Len=1360 [TCP segment of a reassembled PDU];;;;3,495416;3,495793;0,000377;;0,000214;0,000163;-5,10E-05
664;3,495793;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=135749 Ack=3485 Win=73728 Len=1360 [TCP segment of a reassembled PDU];;;;3,495793;3,495956;0,000163;;-0,009116;0,009279;0,018395
665;3,495956;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=3485 Ack=137109 Win=66560 Len=0;;;;3,495956;3,505235;0,009279;;0,009279;0;-0,009279
666;3,505235;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=137109 Ack=3485 Win=73728 Len=1360 [TCP segment of a reassembled PDU];;;;3,505235;3,505235;0;;-0,000279;0,000279;0,000558
